"","Year","Area","Street","Street 2"
"4216",2012,"Coventry","Samuel  Vale  House,  St  Nicholas  str.",NA
"4217",2012,"Coventry","Sewall  Highway",NA
"4218",2012,"Coventry","Sewell  Highway",NA
"4219",2012,"Coventry","Sky  Dome",NA
"4220",2012,"Coventry","Sky  Dome",NA
"4221",2012,"Coventry","Sky  Dome",NA
"4222",2012,"Coventry","Sky  Dome",NA
"4223",2012,"Coventry","Sky  Dome",NA
"4224",2012,"Coventry","Sky  Dome",NA
"4225",2012,"Coventry","Sky  Dome,  Coventry",NA
"4226",2012,"Coventry","Skydome","Skydome"
"4227",2012,"Coventry","Skydome","Skydome"
"4228",2012,"Coventry","Skydome","Skydome"
"4229",2012,"Coventry","Skydome  Carpark",NA
"4230",2012,"Coventry","Skydome  Carpark",NA
"4231",2012,"Coventry","Skydome  Carpark",NA
"4232",2012,"Coventry","Skydome  Complex",NA
"4233",2012,"Coventry","Skydome  Complex",NA
"4234",2012,"Coventry","Skydome  Complex",NA
"4235",2012,"Coventry","Skydome  Complex",NA
"4236",2012,"Coventry","Skydome  Concourse",NA
"4237",2012,"Coventry","Skydome  Concourse",NA
"4238",2012,"Coventry","Skydome  Concourse",NA
"4239",2012,"Coventry","Skydome  Concourse",NA
"4240",2012,"Coventry","Skydome  Concourse",NA
"4241",2012,"Coventry","Skydome  Concourse",NA
"4242",2012,"Coventry","Skydome  Concourse",NA
"4243",2012,"Coventry","Skydome  Concourse  ,Coventry.",NA
"4244",2012,"Coventry","Skydome  Concourse  ,Coventry.",NA
"4245",2012,"Coventry","Skydome  Concourse,  Coventry  City  Centre",NA
"4246",2012,"Coventry","Skydome  Concourse,  Coventry.",NA
"4247",2012,"Coventry","Skydome  Concourse.",NA
"4248",2012,"Coventry","Skydome  Coventry",NA
"4249",2012,"Coventry","Somerset  rd.",NA
"4250",2012,"Coventry","Spon  St  Coventry",NA
"4251",2012,"Coventry","Spon  str.",NA
"4252",2012,"Coventry","Spon  str.",NA
"4253",2012,"Coventry","Spon  str.",NA
"4254",2012,"Coventry","Spon  str.",NA
"4255",2012,"Coventry","Spon  str.",NA
"4256",2012,"Coventry","Spon  str.  ,  Coventry.",NA
"4257",2012,"Coventry","Spon  str.,  Coventry",NA
"4258",2012,"Coventry","Spon  str.,  Coventry",NA
"4259",2012,"Coventry","Spon  str.,  Coventry",NA
"4260",2012,"Coventry","St  Patricks  rd.",NA
"4261",2012,"Coventry","St  Thomas  rd.,  Longford,  Coventry",NA
"4262",2012,"Coventry","Station  Square,  Coventry",NA
"4263",2012,"Coventry","Station  Square,  Coventry",NA
"4264",2012,"Coventry","Station  Square,  Coventry",NA
"4265",2012,"Coventry","Stoney    Stanton  Rd",NA
"4266",2012,"Coventry","Stoney  Stanton  rd.",NA
"4267",2012,"Coventry","Stoney  Stanton  rd.",NA
"4268",2012,"Coventry","Stoney  Stanton  rd.",NA
"4269",2012,"Coventry","Stoney  Stanton  rd.",NA
"4270",2012,"Coventry","Stoney  Stanton  rd.",NA
"4271",2012,"Coventry","Tamworth  rd.",NA
"4272",2012,"Coventry","Tanyard  Close  ,Tanyard  Farm  ,Coventry.",NA
"4273",2012,"Coventry","Tarquin  Close",NA
"4274",2012,"Coventry","Taxi  Rank  Train  Station  Coventry",NA
"4275",2012,"Coventry","The  Burges",NA
"4276",2012,"Coventry","The  Burgess",NA
"4277",2012,"Coventry","The  Burgess",NA
"4278",2012,"Coventry","The  Butts",NA
"4279",2012,"Coventry","The  Castle  Pub,  Little  Park  St  ,Coventry.",NA
"4280",2012,"Coventry","The  Chesils",NA
"4281",2012,"Coventry","The  Flying  Standard  Public  House",NA
"4282",2012,"Coventry","The  Grapes  Ph  O/S",NA
"4283",2012,"Coventry","Trafalgar    House",NA
"4284",2012,"Coventry","Trinity  St",NA
"4285",2012,"Coventry","Trinity  str.",NA
"4286",2012,"Coventry","Trinity  str.",NA
"4287",2012,"Coventry","Trinity  str.",NA
"4288",2012,"Coventry","Uhcw","UHCW"
"4289",2012,"Coventry","University  Hospital",NA
"4290",2012,"Coventry","University  Hospital  Coventry",NA
"4291",2012,"Coventry","Unniversity  Hospital,  Coventry",NA
"4292",2012,"Coventry","Upper  Spon  str.",NA
"4293",2012,"Coventry","Victoria  str.",NA
"4294",2012,"Coventry","Wallace  Rd",NA
"4295",2012,"Coventry","Walsgrave  Hospital.",NA
"4296",2012,"Coventry","Walsgrave  Rd",NA
"4297",2012,"Coventry","Walsgrave  rd.",NA
"4298",2012,"Coventry","Warwick  Rd",NA
"4299",2012,"Coventry","Warwick  Row  Coventry",NA
"4300",2012,"Coventry","West  av.",NA
"4301",2012,"Coventry","W Llenhall  Lane",NA
"4302",2012,"Coventry","W Llenhall  Lane",NA
"4303",2012,"Coventry","Windsor  St",NA
"4304",2012,"Coventry","Windsor  St",NA
"4305",2012,"Coventry","Winsor  str.",NA
"4306",2012,"Coventry","Woodway  Lane  ,Coventry.",NA
"4307",2012,"Coventry","Wyken  Croft",NA
"4308",2012,"Coventry","Yardley  str.",NA
"4309",2012,"Dudley","Hagley  rd.    Halesowen",NA
"4310",2012,"Dudley","Bachelor  Close",NA
"4311",2012,"Dudley","Bearwood  rd.  ,  Bearwood",NA
"4312",2012,"Dudley","Bell  St,  Stourbridge",NA
"4313",2012,"Dudley","Bhan  rd.,",NA
"4314",2012,"Dudley","Bhps  Front  Office",NA
"4315",2012,"Dudley","Birmingham  New  rd.",NA
"4316",2012,"Dudley","Birmingham  str.,  Stourbridge",NA
"4317",2012,"Dudley","Birmingham  str.,  Stourbridge",NA
"4318",2012,"Dudley","Bridfgnorth  rd.,  Stourbridge",NA
"4319",2012,"Dudley","Brierley  Hill  High  str.",NA
"4320",2012,"Dudley","Bus  Station  Dudley",NA
"4321",2012,"Dudley","Bus  Station,  Merry  Hill  Centre",NA
"4322",2012,"Dudley","Castle  Hill,  Dudley",NA
"4323",2012,"Dudley","Castle  Hill,  Dudley",NA
"4324",2012,"Dudley","Charles  Ave",NA
"4325",2012,"Dudley","Church  St,  B  Hill",NA
"4326",2012,"Dudley","Church  St,  Stourbridge",NA
"4327",2012,"Dudley","Cinder  Bank  Dudley",NA
"4328",2012,"Dudley","Clifton  Ph  Sedgley",NA
"4329",2012,"Dudley","Clydesdale  Tower",NA
"4330",2012,"Dudley","Cobden  str.",NA
"4331",2012,"Dudley","Corbett  Crescent  Stourbridge",NA
"4332",2012,"Dudley","Coventry  str.",NA
"4333",2012,"Dudley","Delph  Rd,  B  Hill",NA
"4334",2012,"Dudley","Dingle  rd.  Dudley",NA
"4335",2012,"Dudley","Dudley  Bus  Station",NA
"4336",2012,"Dudley","Dudley  High  str.",NA
"4337",2012,"Dudley","Dudley  Police  Station",NA
"4338",2012,"Dudley","Envill  str.  ,  Stourbridge",NA
"4339",2012,"Dudley","Enville  str.  Stourbridge",NA
"4340",2012,"Dudley","Front  Office  Brierley  Hill  Police  Station",NA
"4341",2012,"Dudley","Gaimage  str.",NA
"4342",2012,"Dudley","Hagley  rd.",NA
"4343",2012,"Dudley","Hagley  rd.  Stourbridge",NA
"4344",2012,"Dudley","Halesowen  Bus  Station",NA
"4345",2012,"Dudley","Halesowen  Bus  Station",NA
"4346",2012,"Dudley","Halesowen  Police  Station",NA
"4347",2012,"Dudley","Hall  str.  Dudley",NA
"4348",2012,"Dudley","Harvester,  Hagley  rd.",NA
"4349",2012,"Dudley","High    str.  ,  Brierley  Hill",NA
"4350",2012,"Dudley","High  St  Bhill",NA
"4351",2012,"Dudley","High  St  Dudley",NA
"4352",2012,"Dudley","High  St  Stourbridge",NA
"4353",2012,"Dudley","High  St  Stourbridge",NA
"4354",2012,"Dudley","High  St,  B  Hill",NA
"4355",2012,"Dudley","High  St,  Lye",NA
"4356",2012,"Dudley","High  St,  Stourbridge",NA
"4357",2012,"Dudley","High  St,  Stourbridge",NA
"4358",2012,"Dudley","High  St,  Stourbridge",NA
"4359",2012,"Dudley","High  St,  Stourbridge",NA
"4360",2012,"Dudley","High  St,  Stourbridge",NA
"4361",2012,"Dudley","High  St,  Stourbridge",NA
"4362",2012,"Dudley","High  St,  Stourbridge",NA
"4363",2012,"Dudley","High  St,  Stourbridge",NA
"4364",2012,"Dudley","High  str.",NA
"4365",2012,"Dudley","High  str.",NA
"4366",2012,"Dudley","High  str.",NA
"4367",2012,"Dudley","High  str.",NA
"4368",2012,"Dudley","High  str.",NA
"4369",2012,"Dudley","H Gh  str.  ,  Stourbridge",NA
"4370",2012,"Dudley","High  str.  ,  Stourbridge",NA
"4371",2012,"Dudley","High  str.  ,  Stourbridge",NA
"4372",2012,"Dudley","High  str.  Brierley  Hill",NA
"4373",2012,"Dudley","High  str.  Brierley  Hill",NA
"4374",2012,"Dudley","High  str.  Brierley  Hill",NA
"4375",2012,"Dudley","High  str.  Stourbridge",NA
"4376",2012,"Dudley","High  str.  Stourbridge",NA
"4377",2012,"Dudley","High  str.  Stourbridge",NA
"4378",2012,"Dudley","High  str.  Stourbridge",NA
"4379",2012,"Dudley","High  str.  Stourbridge",NA
"4380",2012,"Dudley","High  str.,  Dudley",NA
"4381",2012,"Dudley","High  str.,  Lye",NA
"4382",2012,"Dudley","High  str.,  Lye.",NA
"4383",2012,"Dudley","High  str.,  Stourbridge",NA
"4384",2012,"Dudley","High  str.,  Stourbridge",NA
"4385",2012,"Dudley","High  str.,  Stourbridge",NA
"4386",2012,"Dudley","High  str.,  Stourbridge",NA
"4387",2012,"Dudley","Highland  rd.,  Dudley",NA
"4388",2012,"Dudley","Hill  str.,  Brierley  Hill",NA
"4389",2012,"Dudley","Hillside  Rd",NA
"4390",2012,"Dudley","Home  Address",NA
"4391",2012,"Dudley","Level  str.  ,  Brierley  Hill",NA
"4392",2012,"Dudley","Lye  High  str.",NA
"4393",2012,"Dudley","Malvern  Crescent",NA
"4394",2012,"Dudley","Market  St,  Kford",NA
"4395",2012,"Dudley","Merry  Hill",NA
"4396",2012,"Dudley","New  St",NA
"4397",2012,"Dudley","New  St  Dudley",NA
"4398",2012,"Dudley","New  St  Dudley",NA
"4399",2012,"Dudley","New  str.,  Dudley",NA
"4400",2012,"Dudley","North  str.,  Dudley",NA
"4401",2012,"Dudley","Norton  rd.",NA
"4402",2012,"Dudley","Oakfield  rd.  Wollescote",NA
"4403",2012,"Dudley","Os  Bhps",NA
"4404",2012,"Dudley","Overend  Rd",NA
"4405",2012,"Dudley","Park  rd.  Netherton",NA
"4406",2012,"Dudley","Pedmore  rd.,Lye",NA
"4407",2012,"Dudley","Quarry  Bank  High  str.",NA
"4408",2012,"Dudley","Queens  Way  Halesowen",NA
"4409",2012,"Dudley","Springfield  Rd,  Blackheath",NA
"4410",2012,"Dudley","St  Michaels  str.  West  Bromwich",NA
"4411",2012,"Dudley","Stourbridge  High  St",NA
"4412",2012,"Dudley","Stourbridge  High  str.",NA
"4413",2012,"Dudley","Stourbridge  High  str.",NA
"4414",2012,"Dudley","Stourbridge  High  str.",NA
"4415",2012,"Dudley","Stourbridge  High  str.",NA
"4416",2012,"Dudley","Stourbridge  High  str.",NA
"4417",2012,"Dudley","Stourbridge  Town  Centre",NA
"4418",2012,"Dudley","Sunderland  dr.  Amblecote",NA
"4419",2012,"Dudley","Sunderland  dr.  Amblecote",NA
"4420",2012,"Dudley","Sunderland  dr.  Amblecote",NA
"4421",2012,"Dudley","Sunderland  dr.  Amblecote",NA
"4422",2012,"Dudley","The  Forge,  Cradley  Heath",NA
"4423",2012,"Dudley","Tower  St,  Dudley",NA
"4424",2012,"Dudley","Tower  str.,  Dudley",NA
"4425",2012,"Dudley","Trident  Centre,  Dudley",NA
"4426",2012,"Dudley","Wolverhampton  str.  Dudley",NA
"4427",2012,"Dudley","Worcester  St,  Stourbridge",NA
"4428",2012,"Dudley","Worcester  St,  Stourbridge",NA
"4429",2012,"Dudley","Worcester  St,  Stourbridge",NA
"4430",2012,"Dudley","Worcester  St,  Stourbridge",NA
"4431",2012,"Dudley","Worcester  St,  Stourbridge",NA
"4432",2012,"Solihull","Anchor  Lane",NA
"4433",2012,"Solihull","Apres  Solihull  Town  Centre",NA
"4434",2012,"Solihull","Aspen  Dr  Cwtc",NA
"4435",2012,"Solihull","Bham   Nternational",NA
"4436",2012,"Solihull","Bham   Nternational",NA
"4437",2012,"Solihull","Bhx","BHX"
"4438",2012,"Solihull","Bhx","BHX"
"4439",2012,"Solihull","Bhx","bhx"
"4440",2012,"Solihull","Bhx  Aa Ya   Terminal  1",NA
"4441",2012,"Solihull","Birch  Croft",NA
"4442",2012,"Solihull","Birmingham  Airport",NA
"4443",2012,"Solihull","Birmingham   Nternational    Airport",NA
"4444",2012,"Solihull","Blossomfield  rd.,  Solihull",NA
"4445",2012,"Solihull","Boldmere  Gate",NA
"4446",2012,"Solihull","Bosworth  dr.",NA
"4447",2012,"Solihull","Bp  Warwick  Rd  Olton",NA
"4448",2012,"Solihull","Bradford  rd.,  Castle  Brom",NA
"4449",2012,"Solihull","Burges","burges"
"4450",2012,"Solihull","Burges","burges"
"4451",2012,"Solihull","Campden  Green",NA
"4452",2012,"Solihull","Chapelhouse  Rd",NA
"4453",2012,"Solihull","Chester  Rd",NA
"4454",2012,"Solihull","Chester  Rd",NA
"4455",2012,"Solihull","Chester  Rd",NA
"4456",2012,"Solihull","Chester  rd.,  Castlebromwich",NA
"4457",2012,"Solihull","Chester  rd.,  Kingshurst",NA
"4458",2012,"Solihull","Churchill  rd.,  Solihull",NA
"4459",2012,"Solihull","Clopton  Crescent",NA
"4460",2012,"Solihull","Clopton  Crescent",NA
"4461",2012,"Solihull","Cooks  Lane,  Chelmsley  Wood",NA
"4462",2012,"Solihull","Drury  Lane",NA
"4463",2012,"Solihull","Drury  Lane  ,Solihull.",NA
"4464",2012,"Solihull","Farthings  Ph      Green  Lane",NA
"4465",2012,"Solihull","Forth  dr.,  Chelmsley  Wood",NA
"4466",2012,"Solihull","Glebe  rd.,  Solihull",NA
"4467",2012,"Solihull","Green  Lane  ,  Shirley",NA
"4468",2012,"Solihull","Greville  Pub,  Solihull,  Birmingham",NA
"4469",2012,"Solihull","Harvester  Pub  Solihull",NA
"4470",2012,"Solihull","Heaton  Rd  Solihull",NA
"4471",2012,"Solihull","Helmsford  dr.",NA
"4472",2012,"Solihull","Helmswood  dr.",NA
"4473",2012,"Solihull","High  St  Knowle",NA
"4474",2012,"Solihull","High  St  Solihull",NA
"4475",2012,"Solihull","High  St  Solihull",NA
"4476",2012,"Solihull","High  St  Solihull",NA
"4477",2012,"Solihull","High  St  Solihull",NA
"4478",2012,"Solihull","High  St,  Solihull",NA
"4479",2012,"Solihull","High  St,  Solihull",NA
"4480",2012,"Solihull","High  St,  Solihull",NA
"4481",2012,"Solihull","High  str.",NA
"4482",2012,"Solihull","High  str.",NA
"4483",2012,"Solihull","High  str.",NA
"4484",2012,"Solihull","High  str.",NA
"4485",2012,"Solihull","High  str.",NA
"4486",2012,"Solihull","High  str.    Os  Hogs  Head",NA
"4487",2012,"Solihull","High  str.  ,  Solihull",NA
"4488",2012,"Solihull","High  str.  Solihull",NA
"4489",2012,"Solihull","High  str.  Solihull",NA
"4490",2012,"Solihull","High  str.  Solihull",NA
"4491",2012,"Solihull","High  str.,  Solihull",NA
"4492",2012,"Solihull","Homer  rd.",NA
"4493",2012,"Solihull","Homer  rd.",NA
"4494",2012,"Solihull","Homer  rd.  Solihull",NA
"4495",2012,"Solihull","Hurst  Lane  North  J/W  Green  Lane",NA
"4496",2012,"Solihull","Kilcote  rd.,  Shirley",NA
"4497",2012,"Solihull","Knowle  Park",NA
"4498",2012,"Solihull","Lode  Lane,  Solihull,  Birmingham",NA
"4499",2012,"Solihull","London  rd.",NA
"4500",2012,"Solihull","M42","M42"
"4501",2012,"Solihull","Mc  Donalds  High  St  Solihull",NA
"4502",2012,"Solihull","Mell  Square",NA
"4503",2012,"Solihull","Mortons,  Dickens  Heath,  Solihull",NA
"4504",2012,"Solihull","Nec","NEC"
"4505",2012,"Solihull","O/S  Bangor  House,  Forth  dr.,  Chelmsley  Wood",NA
"4506",2012,"Solihull","O/S  Hoggs  Head  Ph,  Poplar  rd.,  Solihull",NA
"4507",2012,"Solihull","O/S  Hoggs  Head  Poplar  Way  Solihull",NA
"4508",2012,"Solihull","O/S  Kings  High  St,  Solihull",NA
"4509",2012,"Solihull","O/S  Kings,  Solihull",NA
"4510",2012,"Solihull","O/S  Langley  Hall  Soc Al  Club,  Langley  Hall  Rd,  Olton",NA
"4511",2012,"Solihull","O/S  Touchwood  Centre  Poplar  rd.  Solihull",NA
"4512",2012,"Solihull","Olton  Railway  Station",NA
"4513",2012,"Solihull","Olton  Tavern",NA
"4514",2012,"Solihull","Os  Assembly  Rooms,  Poplar  rd.,  Solihull",NA
"4515",2012,"Solihull","Os  Masons  Ph,  High  str.  Solihull",NA
"4516",2012,"Solihull","Os  Solihull  Hospital",NA
"4517",2012,"Solihull","Os  Solihull  Hospital",NA
"4518",2012,"Solihull","Os  Solihull  Hospital",NA
"4519",2012,"Solihull","Outside  The  Waterside  Bar",NA
"4520",2012,"Solihull","Pine  Square  Chelsmley  Wood",NA
"4521",2012,"Solihull","Plume  Of  Feathers  Public  House,  Stratford  rd.,  Shirley",NA
"4522",2012,"Solihull","Poplar  av.  ,Solihull.",NA
"4523",2012,"Solihull","Poplar  Rd",NA
"4524",2012,"Solihull","Poplar  Rd  Solihull",NA
"4525",2012,"Solihull","Poplar  Rd  Solihull  Town  Cebtre",NA
"4526",2012,"Solihull","Poplar  Rd  Solihull  Town  Centre",NA
"4527",2012,"Solihull","Poplar  Rd  Town  Centre  Solihull",NA
"4528",2012,"Solihull","Poplar  Rd,  Solihull",NA
"4529",2012,"Solihull","Poplar  rd.",NA
"4530",2012,"Solihull","Poplar  rd.",NA
"4531",2012,"Solihull","Poplar  rd.",NA
"4532",2012,"Solihull","Poplar  rd.",NA
"4533",2012,"Solihull","Poplar  rd.",NA
"4534",2012,"Solihull","Poplar  rd.",NA
"4535",2012,"Solihull","Poplar  rd.  Solihull",NA
"4536",2012,"Solihull","Poplar  rd.  Solihull",NA
"4537",2012,"Solihull","Poplar  rd.  Solihull",NA
"4538",2012,"Solihull","Poplar  rd.,  Solihull",NA
"4539",2012,"Solihull","Poplar  rd.,  Solihull",NA
"4540",2012,"Solihull","Poplar  rd.,  Solihull",NA
"4541",2012,"Solihull","Poplar  rd.,  Solihull",NA
"4542",2012,"Solihull","Poplar  Way.",NA
"4543",2012,"Solihull","Ppoplar  rd.",NA
"4544",2012,"Solihull","Premier  Inn,  Stratford  rd.",NA
"4545",2012,"Solihull","Radlow  Crescent,  Marston  Green",NA
"4546",2012,"Solihull","Ramada  Hotel",NA
"4547",2012,"Solihull","Rover  dr.",NA
"4548",2012,"Solihull","Rover  dr.",NA
"4549",2012,"Solihull","Saddlers  Arms",NA
"4550",2012,"Solihull","Shirral  Grove",NA
"4551",2012,"Solihull","Solihull  High  str.",NA
"4552",2012,"Solihull","Solihull  High  str.",NA
"4553",2012,"Solihull","Solihull  Town  Centre",NA
"4554",2012,"Solihull","Solihull  Town  Centre",NA
"4555",2012,"Solihull","Solihull  Town  Centre",NA
"4556",2012,"Solihull","Solihull  Town  Centre",NA
"4557",2012,"Solihull","Station  Rd  Solihull",NA
"4558",2012,"Solihull","Station  rd.",NA
"4559",2012,"Solihull","Station  rd.",NA
"4560",2012,"Solihull","Station  rd.  Solihull",NA
"4561",2012,"Solihull","Station  rd.,  Solihull.",NA
"4562",2012,"Solihull","Stratford  rd.",NA
"4563",2012,"Solihull","Stratford  rd.  Shirley",NA
"4564",2012,"Solihull","The  Bear  At  Berkswell",NA
"4565",2012,"Solihull","The  Cresent  Solihull",NA
"4566",2012,"Solihull","The  Radleys",NA
"4567",2012,"Solihull","Three  Horseshoes,  Sheldon",NA
"4568",2012,"Solihull","Touchwood  Centre",NA
"4569",2012,"Solihull","Warwick  rd.",NA
"4570",2012,"Solihull","Warwick  rd.  Olton",NA
"4571",2012,"Solihull","Warwick  rd.  Solihull",NA
"4572",2012,"Solihull","Widney  Lane/  Blossomfield  Tennis  Club",NA
"4573",2012,"Sandwell","Abraham  Darby  Public  House",NA
"4574",2012,"Sandwell","All  Saints  Way,  West  Bromwich",NA
"4575",2012,"Sandwell","Arcadian  Aa Ya   Birmingham",NA
"4576",2012,"Sandwell","Arcadian  Aa Ya   Birmingham",NA
"4577",2012,"Sandwell","Asda  Great  Bridge",NA
"4578",2012,"Sandwell","Bearwood  High  str.",NA
"4579",2012,"Sandwell","Bearwood  High  str.",NA
"4580",2012,"Sandwell","Bearwood  High  str.",NA
"4581",2012,"Sandwell","Bearwood  Rd",NA
"4582",2012,"Sandwell","Bearwood  rd.",NA
"4583",2012,"Sandwell","Bearwood  rd.",NA
"4584",2012,"Sandwell","Bet  Fred,  Duchess  Park,  West  Bromwich",NA
"4585",2012,"Sandwell","Betfred,  West  Bromwich",NA
"4586",2012,"Sandwell","Bham  str.  Stourbridge",NA
"4587",2012,"Sandwell","Birch  rd.,  Oldbury",NA
"4588",2012,"Sandwell","Blackheath  Housing  Office",NA
"4589",2012,"Sandwell","Bourne  av.,  Tipton",NA
"4590",2012,"Sandwell","Bridge  St",NA
"4591",2012,"Sandwell","Bridgnorth  Rd",NA
"4592",2012,"Sandwell","Brook  St",NA
"4593",2012,"Sandwell","Burntree","Burntree"
"4594",2012,"Sandwell","Cape  Hill",NA
"4595",2012,"Sandwell","Carters  Green,  West  Bromwich",NA
"4596",2012,"Sandwell","Carters  Green,  West  Bromwich",NA
"4597",2012,"Sandwell","Carters  Green,  West  Bromwich",NA
"4598",2012,"Sandwell","Causeway  Rowley",NA
"4599",2012,"Sandwell","Chapel  str.,  Oldbury",NA
"4600",2012,"Sandwell","Chip  Shop,  Great  Bridge  Tipton",NA
"4601",2012,"Sandwell","Church  str.  Old  Hill",NA
"4602",2012,"Sandwell","Church  str.  Oldbury",NA
"4603",2012,"Sandwell","Church  str.,  Oldbury",NA
"4604",2012,"Sandwell","Clairmint  rd.  Smethwick",NA
"4605",2012,"Sandwell","Claremont  rd.  Smethwick",NA
"4606",2012,"Sandwell","Clifford  rd.",NA
"4607",2012,"Sandwell","Collins  str.,  West  Bromwich",NA
"4608",2012,"Sandwell","Collins  str.,  West  Bromwich",NA
"4609",2012,"Sandwell","Cumberland  rd.  Wednesbury",NA
"4610",2012,"Sandwell","Delville  Terrace",NA
"4611",2012,"Sandwell","Desi  Marsla  West  Bromwich",NA
"4612",2012,"Sandwell","Dilshad  Restaurant  Oldbury  rd.  Blackheath",NA
"4613",2012,"Sandwell","Dudley  rd.",NA
"4614",2012,"Sandwell","Dudley  rd.  East",NA
"4615",2012,"Sandwell","Dudley  rd.  East  Tividale",NA
"4616",2012,"Sandwell","Edward  str.,  West  Bromwich",NA
"4617",2012,"Sandwell","Elm  Tree  Way,  Cradley  Heath",NA
"4618",2012,"Sandwell","Forge  Lane",NA
"4619",2012,"Sandwell","Front  Office  Smethwick",NA
"4620",2012,"Sandwell","Grange  rd.  Cradley",NA
"4621",2012,"Sandwell","Gregory  av.,  Weoley  Castle",NA
"4622",2012,"Sandwell","H/A","H/A"
"4623",2012,"Sandwell","Habberly  rd.",NA
"4624",2012,"Sandwell","Hagley  rd.  West",NA
"4625",2012,"Sandwell","Haig  str.",NA
"4626",2012,"Sandwell","Halesowen  rd.,  Cradley",NA
"4627",2012,"Sandwell","Hannover  rd.",NA
"4628",2012,"Sandwell","Hanover  rd.,  Rowley  Regis",NA
"4629",2012,"Sandwell","Harborne  Stores  Harborne",NA
"4630",2012,"Sandwell","Harborne  Stores  Harborne",NA
"4631",2012,"Sandwell","Hargate  Arms  Public  House",NA
"4632",2012,"Sandwell","Hasbury  Ph,  Halesowen",NA
"4633",2012,"Sandwell","Hasbury  Ph,  Halesowen",NA
"4634",2012,"Sandwell","Hasbury  Ph,  Halesowen",NA
"4635",2012,"Sandwell","Henderson  Way",NA
"4636",2012,"Sandwell","Herm T  str.",NA
"4637",2012,"Sandwell","High  St  Smethwick",NA
"4638",2012,"Sandwell","High  St  Wb",NA
"4639",2012,"Sandwell","H Gh  St  West  Brom",NA
"4640",2012,"Sandwell","High  St  West  Bromwich",NA
"4641",2012,"Sandwell","High  str.  Smethwick",NA
"4642",2012,"Sandwell","High  str.  Wednesbury",NA
"4643",2012,"Sandwell","High  str.  West  Bromwich",NA
"4644",2012,"Sandwell","High  str.  Wollaston.",NA
"4645",2012,"Sandwell","High  str.,  Smethwick",NA
"4646",2012,"Sandwell","High  str.,  Smethwick",NA
"4647",2012,"Sandwell","High  str.,  Wednesbury",NA
"4648",2012,"Sandwell","High  str.,  West  Bromwich",NA
"4649",2012,"Sandwell","High  str.,  West  Bromwich",NA
"4650",2012,"Sandwell","High  str.,  West  Bromwich",NA
"4651",2012,"Sandwell","High  str.,  West  Bromwich",NA
"4652",2012,"Sandwell","High  str.,  West  Bromwich.",NA
"4653",2012,"Sandwell","High  str.m  West  Brom",NA
"4654",2012,"Sandwell","Hill  Top,  West  Bromwich",NA
"4655",2012,"Sandwell","Holiday   Nn  Oldbury",NA
"4656",2012,"Sandwell","Holiday   Nn  Oldbury",NA
"4657",2012,"Sandwell","Holly  Lane",NA
"4658",2012,"Sandwell","Horseley  Heath",NA
"4659",2012,"Sandwell","Horsley  Heath  rd.",NA
"4660",2012,"Sandwell","Johnson  rd.",NA
"4661",2012,"Sandwell","King  str.  Dudley",NA
"4662",2012,"Sandwell","Knights  Quest  Blackheath",NA
"4663",2012,"Sandwell","Lakeside  Ph  Car  Park",NA
"4664",2012,"Sandwell","Littleton  str.  West  Bromwich",NA
"4665",2012,"Sandwell","Londonderry  Lane",NA
"4666",2012,"Sandwell","Londonderry  Rd",NA
"4667",2012,"Sandwell","Long  Lane",NA
"4668",2012,"Sandwell","Mallen  St  ,  Oldbury",NA
"4669",2012,"Sandwell","Market  Place,  Dudley",NA
"4670",2012,"Sandwell","Mcdonalds  Great  Bridge",NA
"4671",2012,"Sandwell","Mill  Hill  Smethwick",NA
"4672",2012,"Sandwell","M Llf Elds  rd.",NA
"4673",2012,"Sandwell","Moor  str.",NA
"4674",2012,"Sandwell","Moore  str.",NA
"4675",2012,"Sandwell","Newton  Rd,  Great  Barr",NA
"4676",2012,"Sandwell","Nimth  rd.,  Dudley",NA
"4677",2012,"Sandwell","Nimth  rd.,  Dudley",NA
"4678",2012,"Sandwell","Nimth  rd.,  Dudley",NA
"4679",2012,"Sandwell","Nimth  rd.,  Dudley",NA
"4680",2012,"Sandwell","Nimth  rd.,  Dudley",NA
"4681",2012,"Sandwell","Nimth  rd.,  Dudley",NA
"4682",2012,"Sandwell","Nimth  rd.,  Dudley",NA
"4683",2012,"Sandwell","Nimth  rd.,  Dudley",NA
"4684",2012,"Sandwell","Nimth  rd.,  Dudley",NA
"4685",2012,"Sandwell","Nimth  rd.,  Dudley",NA
"4686",2012,"Sandwell","Nimth  rd.,  Dudley",NA
"4687",2012,"Sandwell","O/S  Hotel  Denara,    Bearwood",NA
"4688",2012,"Sandwell","Old  Chapel  Rd",NA
"4689",2012,"Sandwell","Oldbury  rd.",NA
"4690",2012,"Sandwell","Oldbury  rd.  Oldbury",NA
"4691",2012,"Sandwell","Peaks  rd.",NA
"4692",2012,"Sandwell","Pound  rd.,  Oldbury",NA
"4693",2012,"Sandwell","Pound  rd.,  Oldbury",NA
"4694",2012,"Sandwell","Powke  Lane,  Oldbury",NA
"4695",2012,"Sandwell","Powys  Ave",NA
"4696",2012,"Sandwell","Pritchard  Close",NA
"4697",2012,"Sandwell","Queens  rd.,  Smethwick",NA
"4698",2012,"Sandwell","Ragland  rd.,  Smethwick",NA
"4699",2012,"Sandwell","Reform  Way",NA
